question_id,parse_status,context_type,parsed_context_count,context_day,context_start,context_end,context_start_hms,context_end_hms,agents_in_context,agents_count,parsed_contexts_json,raw_contexts_json
1157,ok,dict,5,2,56640.0,56670.0,15:44:00.00,15:44:30.00,Jake;Alice;Tasha;Lucia;Katrina;Shure,6,"[{""day"": 2, ""end_time"": 56670.0, ""raw"": ""DAY2_15440000_15443000"", ""start_time"": 56640.0}, {""day"": 3, ""end_time"": 58080.0, ""raw"": ""DAY3_16073000_16080000"", ""start_time"": 58050.0}, {""day"": 3, ""end_time"": 61050.0, ""raw"": ""DAY3_16570000_16573000"", ""start_time"": 61020.0}, {""day"": 4, ""end_time"": 64230.0, ""raw"": ""DAY4_17500000_17503000"", ""start_time"": 64200.0}, {""day"": 5, ""end_time"": 82650.0, ""raw"": ""DAY5_22570000_22573000"", ""start_time"": 82620.0}]","{""DAY2_15440000_15443000"": [""LUCIA""], ""DAY3_16073000_16080000"": [""ALICE""], ""DAY3_16570000_16573000"": [""JAKE""], ""DAY4_17500000_17503000"": [""TASHA""], ""DAY5_22570000_22573000"": [""KATRINA""]}"
1158,ok,dict,5,1,61800.0,75000.0,17:10:00.00,20:50:00.00,Jake;Alice;Tasha;Lucia;Katrina,5,"[{""day"": 1, ""end_time"": 65400.0, ""raw"": ""DAY1_17100000_18100000"", ""start_time"": 61800.0}, {""day"": 1, ""end_time"": 72600.0, ""raw"": ""DAY1_19100000_20100000"", ""start_time"": 69000.0}, {""day"": 1, ""end_time"": 75000.0, ""raw"": ""DAY1_20100000_20500000"", ""start_time"": 72600.0}, {""day"": 2, ""end_time"": 48000.0, ""raw"": ""DAY2_12500000_13200000"", ""start_time"": 46200.0}, {""day"": 2, ""end_time"": 78600.0, ""raw"": ""DAY2_20500000_21500000"", ""start_time"": 75000.0}]","{""DAY1_17100000_18100000"": [""JAKE""], ""DAY1_19100000_20100000"": [""TASHA""], ""DAY1_20100000_20500000"": [""KATRINA""], ""DAY2_12500000_13200000"": [""LUCIA""], ""DAY2_20500000_21500000"": [""ALICE""]}"
1159,ok,dict,5,1,43950.0,43980.0,12:12:30.00,12:13:00.00,Jake;Alice;Tasha;Lucia;Katrina,5,"[{""day"": 1, ""end_time"": 43980.0, ""raw"": ""DAY1_12123000_12130000"", ""start_time"": 43950.0}, {""day"": 3, ""end_time"": 42030.0, ""raw"": ""DAY3_11400000_11403000"", ""start_time"": 42000.0}, {""day"": 3, ""end_time"": 42750.0, ""raw"": ""DAY3_11520000_11523000"", ""start_time"": 42720.0}, {""day"": 3, ""end_time"": 79350.0, ""raw"": ""DAY3_22020000_22023000"", ""start_time"": 79320.0}, {""day"": 4, ""end_time"": 43470.0, ""raw"": ""DAY4_12040000_12043000"", ""start_time"": 43440.0}]","{""DAY1_12123000_12130000"": [""TASHA""], ""DAY3_11400000_11403000"": [""KATRINA""], ""DAY3_11520000_11523000"": [""ALICE""], ""DAY3_22020000_22023000"": [""LUCIA""], ""DAY4_12040000_12043000"": [""JAKE""]}"
1160,ok,dict,5,2,61140.0,80250.0,16:59:00.00,22:17:30.00,Jake;Alice;Tasha;Lucia;Shure,5,"[{""day"": 2, ""end_time"": 61170.0, ""raw"": ""DAY2_16590000_16593000"", ""start_time"": 61140.0}, {""day"": 2, ""end_time"": 80250.0, ""raw"": ""DAY2_22170000_22173000"", ""start_time"": 80220.0}, {""day"": 3, ""end_time"": 54930.0, ""raw"": ""DAY3_15150000_15153000"", ""start_time"": 54900.0}, {""day"": 3, ""end_time"": 77400.0, ""raw"": ""DAY3_21293000_21300000"", ""start_time"": 77370.0}, {""day"": 4, ""end_time"": 42720.0, ""raw"": ""DAY4_11513000_11520000"", ""start_time"": 42690.0}]","{""DAY2_16590000_16593000"": [""TASHA""], ""DAY2_22170000_22173000"": [""SHURE""], ""DAY3_15150000_15153000"": [""ALICE""], ""DAY3_21293000_21300000"": [""LUCIA""], ""DAY4_11513000_11520000"": [""JAKE""]}"
1161,ok,dict,5,1,44040.0,44070.0,12:14:00.00,12:14:30.00,Jake;Alice;Tasha;Lucia;Katrina;Shure,6,"[{""day"": 1, ""end_time"": 44070.0, ""raw"": ""DAY1_12140000_12143000"", ""start_time"": 44040.0}, {""day"": 2, ""end_time"": 76110.0, ""raw"": ""DAY2_21080000_21083000"", ""start_time"": 76080.0}, {""day"": 3, ""end_time"": 41610.0, ""raw"": ""DAY3_11330000_11333000"", ""start_time"": 41580.0}, {""day"": 3, ""end_time"": 82140.0, ""raw"": ""DAY3_22483000_22490000"", ""start_time"": 82110.0}, {""day"": 6, ""end_time"": 55650.0, ""raw"": ""DAY6_15270000_15273000"", ""start_time"": 55620.0}]","{""DAY1_12140000_12143000"": [""ALICE""], ""DAY2_21080000_21083000"": [""TASHA""], ""DAY3_11330000_11333000"": [""KATRINA""], ""DAY3_22483000_22490000"": [""LUCIA""], ""DAY6_15270000_15273000"": [""JAKE""]}"
1162,ok,dict,5,1,41790.0,41820.0,11:36:30.00,11:37:00.00,Jake;Alice;Tasha;Lucia;Katrina;Shure,6,"[{""day"": 1, ""end_time"": 41820.0, ""raw"": ""DAY1_11363000_11370000"", ""start_time"": 41790.0}, {""day"": 3, ""end_time"": 44850.0, ""raw"": ""DAY3_12270000_12273000"", ""start_time"": 44820.0}, {""day"": 3, ""end_time"": 73200.0, ""raw"": ""DAY3_20193000_20200000"", ""start_time"": 73170.0}, {""day"": 5, ""end_time"": 44820.0, ""raw"": ""DAY5_12263000_12270000"", ""start_time"": 44790.0}, {""day"": 6, ""end_time"": 56220.0, ""raw"": ""DAY6_15363000_15370000"", ""start_time"": 56190.0}]","{""DAY1_11363000_11370000"": [""LUCIA""], ""DAY3_12270000_12273000"": [""TASHA""], ""DAY3_20193000_20200000"": [""ALICE""], ""DAY5_12263000_12270000"": [""KATRINA""], ""DAY6_15363000_15370000"": [""JAKE""]}"
1163,ok,dict,5,2,77640.0,77670.0,21:34:00.00,21:34:30.00,Jake;Alice;Tasha;Lucia;Katrina;Shure,6,"[{""day"": 2, ""end_time"": 77670.0, ""raw"": ""DAY2_21340000_21343000"", ""start_time"": 77640.0}, {""day"": 4, ""end_time"": 60450.0, ""raw"": ""DAY4_16470000_16473000"", ""start_time"": 60420.0}, {""day"": 4, ""end_time"": 80670.0, ""raw"": ""DAY4_22240000_22243000"", ""start_time"": 80640.0}, {""day"": 6, ""end_time"": 42090.0, ""raw"": ""DAY6_11410000_11413000"", ""start_time"": 42060.0}, {""day"": 7, ""end_time"": 49050.0, ""raw"": ""DAY7_13370000_13373000"", ""start_time"": 49020.0}]","{""DAY2_21340000_21343000"": [""TASHA""], ""DAY4_16470000_16473000"": [""SHURE""], ""DAY4_22240000_22243000"": [""ALICE""], ""DAY6_11410000_11413000"": [""JAKE""], ""DAY7_13370000_13373000"": [""LUCIA""]}"
1164,ok,dict,5,1,74160.0,74190.0,20:36:00.00,20:36:30.00,Jake;Alice;Tasha;Lucia;Shure,5,"[{""day"": 1, ""end_time"": 74190.0, ""raw"": ""DAY1_20360000_20363000"", ""start_time"": 74160.0}, {""day"": 2, ""end_time"": 40020.0, ""raw"": ""DAY2_11063000_11070000"", ""start_time"": 39990.0}, {""day"": 4, ""end_time"": 39480.0, ""raw"": ""DAY4_10573000_10580000"", ""start_time"": 39450.0}, {""day"": 4, ""end_time"": 56820.0, ""raw"": ""DAY4_15463000_15470000"", ""start_time"": 56790.0}, {""day"": 4, ""end_time"": 64530.0, ""raw"": ""DAY4_17550000_17553000"", ""start_time"": 64500.0}]","{""DAY1_20360000_20363000"": [""TASHA""], ""DAY2_11063000_11070000"": [""ALICE""], ""DAY4_10573000_10580000"": [""SHURE""], ""DAY4_15463000_15470000"": [""JAKE""], ""DAY4_17550000_17553000"": [""LUCIA""]}"
1165,ok,dict,5,1,43800.0,51600.0,12:10:00.00,14:20:00.00,Jake;Alice;Tasha;Lucia;Katrina;Shure,6,"[{""day"": 1, ""end_time"": 47400.0, ""raw"": ""DAY1_12100000_13100000"", ""start_time"": 43800.0}, {""day"": 1, ""end_time"": 51600.0, ""raw"": ""DAY1_14100000_14200000"", ""start_time"": 51000.0}, {""day"": 2, ""end_time"": 46200.0, ""raw"": ""DAY2_11500000_12500000"", ""start_time"": 42600.0}, {""day"": 2, ""end_time"": 78600.0, ""raw"": ""DAY2_20500000_21500000"", ""start_time"": 75000.0}, {""day"": 4, ""end_time"": 63000.0, ""raw"": ""DAY4_16300000_17300000"", ""start_time"": 59400.0}]","{""DAY1_12100000_13100000"": [""ALICE""], ""DAY1_14100000_14200000"": [""JAKE""], ""DAY2_11500000_12500000"": [""LUCIA""], ""DAY2_20500000_21500000"": [""TASHA""], ""DAY4_16300000_17300000"": [""KATRINA""]}"
1166,ok,dict,5,1,70590.0,70620.0,19:36:30.00,19:37:00.00,Jake;Alice;Tasha;Lucia;Katrina,5,"[{""day"": 1, ""end_time"": 70620.0, ""raw"": ""DAY1_19363000_19370000"", ""start_time"": 70590.0}, {""day"": 3, ""end_time"": 60240.0, ""raw"": ""DAY3_16433000_16440000"", ""start_time"": 60210.0}, {""day"": 3, ""end_time"": 78510.0, ""raw"": ""DAY3_21480000_21483000"", ""start_time"": 78480.0}, {""day"": 4, ""end_time"": 56940.0, ""raw"": ""DAY4_15483000_15490000"", ""start_time"": 56910.0}, {""day"": 5, ""end_time"": 65910.0, ""raw"": ""DAY5_18180000_18183000"", ""start_time"": 65880.0}]","{""DAY1_19363000_19370000"": [""ALICE""], ""DAY3_16433000_16440000"": [""JAKE""], ""DAY3_21480000_21483000"": [""KATRINA""], ""DAY4_15483000_15490000"": [""TASHA""], ""DAY5_18180000_18183000"": [""LUCIA""]}"
1167,ok,dict,5,2,57900.0,57930.0,16:05:00.00,16:05:30.00,Jake;Alice;Tasha;Lucia;Katrina;Shure,6,"[{""day"": 2, ""end_time"": 57930.0, ""raw"": ""DAY2_16050000_16053000"", ""start_time"": 57900.0}, {""day"": 3, ""end_time"": 57870.0, ""raw"": ""DAY3_16040000_16043000"", ""start_time"": 57840.0}, {""day"": 3, ""end_time"": 60480.0, ""raw"": ""DAY3_16473000_16480000"", ""start_time"": 60450.0}, {""day"": 3, ""end_time"": 79260.0, ""raw"": ""DAY3_22003000_22010000"", ""start_time"": 79230.0}, {""day"": 6, ""end_time"": 72090.0, ""raw"": ""DAY6_20010000_20013000"", ""start_time"": 72060.0}]","{""DAY2_16050000_16053000"": [""LUCIA""], ""DAY3_16040000_16043000"": [""TASHA""], ""DAY3_16473000_16480000"": [""ALICE""], ""DAY3_22003000_22010000"": [""KATRINA""], ""DAY6_20010000_20013000"": [""JAKE""]}"
1168,ok,dict,5,1,51060.0,51090.0,14:11:00.00,14:11:30.00,Jake;Alice;Tasha;Lucia;Shure,5,"[{""day"": 1, ""end_time"": 51090.0, ""raw"": ""DAY1_14110000_14113000"", ""start_time"": 51060.0}, {""day"": 2, ""end_time"": 64590.0, ""raw"": ""DAY2_17560000_17563000"", ""start_time"": 64560.0}, {""day"": 6, ""end_time"": 44580.0, ""raw"": ""DAY6_12223000_12230000"", ""start_time"": 44550.0}, {""day"": 6, ""end_time"": 61980.0, ""raw"": ""DAY6_17123000_17130000"", ""start_time"": 61950.0}, {""day"": 6, ""end_time"": 75450.0, ""raw"": ""DAY6_20570000_20573000"", ""start_time"": 75420.0}]","{""DAY1_14110000_14113000"": [""SHURE""], ""DAY2_17560000_17563000"": [""JAKE""], ""DAY6_12223000_12230000"": [""LUCIA""], ""DAY6_17123000_17130000"": [""TASHA""], ""DAY6_20570000_20573000"": [""ALICE""]}"
1169,ok,dict,5,1,69000.0,75000.0,19:10:00.00,20:50:00.00,Jake;Alice;Tasha;Lucia;Katrina;Shure,6,"[{""day"": 1, ""end_time"": 72600.0, ""raw"": ""DAY1_19100000_20100000"", ""start_time"": 69000.0}, {""day"": 1, ""end_time"": 75000.0, ""raw"": ""DAY1_20100000_20500000"", ""start_time"": 72600.0}, {""day"": 2, ""end_time"": 48000.0, ""raw"": ""DAY2_12500000_13200000"", ""start_time"": 46200.0}, {""day"": 2, ""end_time"": 78600.0, ""raw"": ""DAY2_20500000_21500000"", ""start_time"": 75000.0}, {""day"": 4, ""end_time"": 77400.0, ""raw"": ""DAY4_20300000_21300000"", ""start_time"": 73800.0}]","{""DAY1_19100000_20100000"": [""ALICE""], ""DAY1_20100000_20500000"": [""TASHA""], ""DAY2_12500000_13200000"": [""LUCIA""], ""DAY2_20500000_21500000"": [""JAKE""], ""DAY4_20300000_21300000"": [""KATRINA""]}"
1170,ok,dict,5,1,72780.0,72810.0,20:13:00.00,20:13:30.00,Jake;Alice;Tasha;Lucia;Katrina,5,"[{""day"": 1, ""end_time"": 72810.0, ""raw"": ""DAY1_20130000_20133000"", ""start_time"": 72780.0}, {""day"": 2, ""end_time"": 42360.0, ""raw"": ""DAY2_11453000_11460000"", ""start_time"": 42330.0}, {""day"": 2, ""end_time"": 58530.0, ""raw"": ""DAY2_16150000_16153000"", ""start_time"": 58500.0}, {""day"": 3, ""end_time"": 81510.0, ""raw"": ""DAY3_22380000_22383000"", ""start_time"": 81480.0}, {""day"": 4, ""end_time"": 47250.0, ""raw"": ""DAY4_13070000_13073000"", ""start_time"": 47220.0}]","{""DAY1_20130000_20133000"": [""ALICE""], ""DAY2_11453000_11460000"": [""KATRINA""], ""DAY2_16150000_16153000"": [""JAKE""], ""DAY3_22380000_22383000"": [""LUCIA""], ""DAY4_13070000_13073000"": [""TASHA""]}"
1171,ok,dict,5,1,78570.0,78600.0,21:49:30.00,21:50:00.00,Jake;Alice;Lucia;Katrina;Shure,5,"[{""day"": 1, ""end_time"": 78600.0, ""raw"": ""DAY1_21493000_21500000"", ""start_time"": 78570.0}, {""day"": 5, ""end_time"": 42120.0, ""raw"": ""DAY5_11413000_11420000"", ""start_time"": 42090.0}, {""day"": 5, ""end_time"": 45630.0, ""raw"": ""DAY5_12400000_12403000"", ""start_time"": 45600.0}, {""day"": 7, ""end_time"": 53220.0, ""raw"": ""DAY7_14463000_14470000"", ""start_time"": 53190.0}, {""day"": 7, ""end_time"": 66330.0, ""raw"": ""DAY7_18250000_18253000"", ""start_time"": 66300.0}]","{""DAY1_21493000_21500000"": [""KATRINA""], ""DAY5_11413000_11420000"": [""JAKE""], ""DAY5_12400000_12403000"": [""SHURE""], ""DAY7_14463000_14470000"": [""LUCIA""], ""DAY7_18250000_18253000"": [""ALICE""]}"
1172,ok,dict,5,1,51180.0,67050.0,14:13:00.00,18:37:30.00,Jake;Alice;Tasha;Lucia;Katrina,5,"[{""day"": 1, ""end_time"": 51210.0, ""raw"": ""DAY1_14130000_14133000"", ""start_time"": 51180.0}, {""day"": 1, ""end_time"": 67050.0, ""raw"": ""DAY1_18370000_18373000"", ""start_time"": 67020.0}, {""day"": 2, ""end_time"": 42120.0, ""raw"": ""DAY2_11413000_11420000"", ""start_time"": 42090.0}, {""day"": 3, ""end_time"": 78630.0, ""raw"": ""DAY3_21500000_21503000"", ""start_time"": 78600.0}, {""day"": 7, ""end_time"": 63570.0, ""raw"": ""DAY7_17390000_17393000"", ""start_time"": 63540.0}]","{""DAY1_14130000_14133000"": [""LUCIA""], ""DAY1_18370000_18373000"": [""JAKE""], ""DAY2_11413000_11420000"": [""TASHA""], ""DAY3_21500000_21503000"": [""ALICE""], ""DAY7_17390000_17393000"": [""KATRINA""]}"
1173,ok,dict,5,2,40680.0,64110.0,11:18:00.00,17:48:30.00,Jake;Alice;Tasha;Lucia;Katrina;Shure,6,"[{""day"": 2, ""end_time"": 40710.0, ""raw"": ""DAY2_11180000_11183000"", ""start_time"": 40680.0}, {""day"": 2, ""end_time"": 64110.0, ""raw"": ""DAY2_17480000_17483000"", ""start_time"": 64080.0}, {""day"": 4, ""end_time"": 45960.0, ""raw"": ""DAY4_12453000_12460000"", ""start_time"": 45930.0}, {""day"": 6, ""end_time"": 75690.0, ""raw"": ""DAY6_21010000_21013000"", ""start_time"": 75660.0}, {""day"": 7, ""end_time"": 48420.0, ""raw"": ""DAY7_13263000_13270000"", ""start_time"": 48390.0}]","{""DAY2_11180000_11183000"": [""LUCIA""], ""DAY2_17480000_17483000"": [""JAKE""], ""DAY4_12453000_12460000"": [""TASHA""], ""DAY6_21010000_21013000"": [""ALICE""], ""DAY7_13263000_13270000"": [""SHURE""]}"
1174,ok,dict,5,1,41280.0,41310.0,11:28:00.00,11:28:30.00,Jake;Alice;Tasha;Lucia;Shure,5,"[{""day"": 1, ""end_time"": 41310.0, ""raw"": ""DAY1_11280000_11283000"", ""start_time"": 41280.0}, {""day"": 4, ""end_time"": 64350.0, ""raw"": ""DAY4_17520000_17523000"", ""start_time"": 64320.0}, {""day"": 4, ""end_time"": 80100.0, ""raw"": ""DAY4_22143000_22150000"", ""start_time"": 80070.0}, {""day"": 5, ""end_time"": 44910.0, ""raw"": ""DAY5_12280000_12283000"", ""start_time"": 44880.0}, {""day"": 6, ""end_time"": 56940.0, ""raw"": ""DAY6_15483000_15490000"", ""start_time"": 56910.0}]","{""DAY1_11280000_11283000"": [""TASHA""], ""DAY4_17520000_17523000"": [""SHURE""], ""DAY4_22143000_22150000"": [""ALICE""], ""DAY5_12280000_12283000"": [""LUCIA""], ""DAY6_15483000_15490000"": [""JAKE""]}"
1175,ok,dict,5,1,47760.0,72030.0,13:16:00.00,20:00:30.00,Jake;Alice;Tasha;Lucia;Shure,5,"[{""day"": 1, ""end_time"": 47790.0, ""raw"": ""DAY1_13160000_13163000"", ""start_time"": 47760.0}, {""day"": 1, ""end_time"": 72030.0, ""raw"": ""DAY1_20000000_20003000"", ""start_time"": 72000.0}, {""day"": 2, ""end_time"": 64830.0, ""raw"": ""DAY2_18000000_18003000"", ""start_time"": 64800.0}, {""day"": 5, ""end_time"": 67020.0, ""raw"": ""DAY5_18363000_18370000"", ""start_time"": 66990.0}, {""day"": 6, ""end_time"": 45120.0, ""raw"": ""DAY6_12313000_12320000"", ""start_time"": 45090.0}]","{""DAY1_13160000_13163000"": [""TASHA""], ""DAY1_20000000_20003000"": [""LUCIA""], ""DAY2_18000000_18003000"": [""ALICE""], ""DAY5_18363000_18370000"": [""JAKE""], ""DAY6_12313000_12320000"": [""SHURE""]}"
1176,ok,dict,5,1,48120.0,48150.0,13:22:00.00,13:22:30.00,Jake;Alice;Tasha;Lucia;Katrina;Shure,6,"[{""day"": 1, ""end_time"": 48150.0, ""raw"": ""DAY1_13220000_13223000"", ""start_time"": 48120.0}, {""day"": 3, ""end_time"": 59220.0, ""raw"": ""DAY3_16263000_16270000"", ""start_time"": 59190.0}, {""day"": 3, ""end_time"": 78000.0, ""raw"": ""DAY3_21393000_21400000"", ""start_time"": 77970.0}, {""day"": 5, ""end_time"": 44970.0, ""raw"": ""DAY5_12290000_12293000"", ""start_time"": 44940.0}, {""day"": 6, ""end_time"": 77070.0, ""raw"": ""DAY6_21240000_21243000"", ""start_time"": 77040.0}]","{""DAY1_13220000_13223000"": [""ALICE""], ""DAY3_16263000_16270000"": [""JAKE""], ""DAY3_21393000_21400000"": [""LUCIA""], ""DAY5_12290000_12293000"": [""TASHA""], ""DAY6_21240000_21243000"": [""SHURE""]}"
1177,ok,dict,5,2,82200.0,82230.0,22:50:00.00,22:50:30.00,Jake;Alice;Tasha;Lucia;Katrina,5,"[{""day"": 2, ""end_time"": 82230.0, ""raw"": ""DAY2_22500000_22503000"", ""start_time"": 82200.0}, {""day"": 3, ""end_time"": 57060.0, ""raw"": ""DAY3_15503000_15510000"", ""start_time"": 57030.0}, {""day"": 3, ""end_time"": 82050.0, ""raw"": ""DAY3_22470000_22473000"", ""start_time"": 82020.0}, {""day"": 7, ""end_time"": 46590.0, ""raw"": ""DAY7_12560000_12563000"", ""start_time"": 46560.0}, {""day"": 7, ""end_time"": 64920.0, ""raw"": ""DAY7_18013000_18020000"", ""start_time"": 64890.0}]","{""DAY2_22500000_22503000"": [""KATRINA""], ""DAY3_15503000_15510000"": [""JAKE""], ""DAY3_22470000_22473000"": [""TASHA""], ""DAY7_12560000_12563000"": [""LUCIA""], ""DAY7_18013000_18020000"": [""ALICE""]}"
1178,ok,dict,5,1,69090.0,73650.0,19:11:30.00,20:27:30.00,Jake;Alice;Tasha;Lucia;Katrina;Shure,6,"[{""day"": 1, ""end_time"": 69120.0, ""raw"": ""DAY1_19113000_19120000"", ""start_time"": 69090.0}, {""day"": 1, ""end_time"": 73650.0, ""raw"": ""DAY1_20270000_20273000"", ""start_time"": 73620.0}, {""day"": 2, ""end_time"": 39030.0, ""raw"": ""DAY2_10500000_10503000"", ""start_time"": 39000.0}, {""day"": 3, ""end_time"": 54660.0, ""raw"": ""DAY3_15103000_15110000"", ""start_time"": 54630.0}, {""day"": 4, ""end_time"": 62940.0, ""raw"": ""DAY4_17283000_17290000"", ""start_time"": 62910.0}]","{""DAY1_19113000_19120000"": [""ALICE""], ""DAY1_20270000_20273000"": [""KATRINA""], ""DAY2_10500000_10503000"": [""LUCIA""], ""DAY3_15103000_15110000"": [""JAKE""], ""DAY4_17283000_17290000"": [""TASHA""]}"
1179,ok,dict,5,2,60900.0,60930.0,16:55:00.00,16:55:30.00,Jake;Alice;Tasha;Lucia;Katrina,5,"[{""day"": 2, ""end_time"": 60930.0, ""raw"": ""DAY2_16550000_16553000"", ""start_time"": 60900.0}, {""day"": 4, ""end_time"": 75720.0, ""raw"": ""DAY4_21013000_21020000"", ""start_time"": 75690.0}, {""day"": 6, ""end_time"": 62790.0, ""raw"": ""DAY6_17260000_17263000"", ""start_time"": 62760.0}, {""day"": 6, ""end_time"": 70800.0, ""raw"": ""DAY6_19393000_19400000"", ""start_time"": 70770.0}, {""day"": 7, ""end_time"": 50730.0, ""raw"": ""DAY7_14050000_14053000"", ""start_time"": 50700.0}]","{""DAY2_16550000_16553000"": [""LUCIA""], ""DAY4_21013000_21020000"": [""KATRINA""], ""DAY6_17260000_17263000"": [""TASHA""], ""DAY6_19393000_19400000"": [""ALICE""], ""DAY7_14050000_14053000"": [""JAKE""]}"
1180,ok,dict,5,1,42960.0,42990.0,11:56:00.00,11:56:30.00,Jake;Alice;Tasha;Lucia;Katrina;Shure,6,"[{""day"": 1, ""end_time"": 42990.0, ""raw"": ""DAY1_11560000_11563000"", ""start_time"": 42960.0}, {""day"": 2, ""end_time"": 57450.0, ""raw"": ""DAY2_15570000_15573000"", ""start_time"": 57420.0}, {""day"": 2, ""end_time"": 63990.0, ""raw"": ""DAY2_17460000_17463000"", ""start_time"": 63960.0}, {""day"": 7, ""end_time"": 54390.0, ""raw"": ""DAY7_15060000_15063000"", ""start_time"": 54360.0}, {""day"": 7, ""end_time"": 55980.0, ""raw"": ""DAY7_15323000_15330000"", ""start_time"": 55950.0}]","{""DAY1_11560000_11563000"": [""KATRINA""], ""DAY2_15570000_15573000"": [""TASHA""], ""DAY2_17460000_17463000"": [""JAKE""], ""DAY7_15060000_15063000"": [""LUCIA""], ""DAY7_15323000_15330000"": [""ALICE""]}"
1181,ok,dict,5,2,42600.0,82200.0,11:50:00.00,22:50:00.00,Jake;Alice;Tasha;Lucia;Katrina,5,"[{""day"": 2, ""end_time"": 46200.0, ""raw"": ""DAY2_11500000_12500000"", ""start_time"": 42600.0}, {""day"": 2, ""end_time"": 82200.0, ""raw"": ""DAY2_21500000_22500000"", ""start_time"": 78600.0}, {""day"": 3, ""end_time"": 60000.0, ""raw"": ""DAY3_15400000_16400000"", ""start_time"": 56400.0}, {""day"": 5, ""end_time"": 61200.0, ""raw"": ""DAY5_16500000_17000000"", ""start_time"": 60600.0}, {""day"": 7, ""end_time"": 66600.0, ""raw"": ""DAY7_17300000_18300000"", ""start_time"": 63000.0}]","{""DAY2_11500000_12500000"": [""ALICE""], ""DAY2_21500000_22500000"": [""KATRINA""], ""DAY3_15400000_16400000"": [""JAKE""], ""DAY5_16500000_17000000"": [""TASHA""], ""DAY7_17300000_18300000"": [""LUCIA""]}"
1182,ok,dict,5,1,72600.0,75000.0,20:10:00.00,20:50:00.00,Jake;Alice;Tasha;Lucia;Shure,5,"[{""day"": 1, ""end_time"": 75000.0, ""raw"": ""DAY1_20100000_20500000"", ""start_time"": 72600.0}, {""day"": 4, ""end_time"": 46200.0, ""raw"": ""DAY4_11500000_12500000"", ""start_time"": 42600.0}, {""day"": 4, ""end_time"": 81000.0, ""raw"": ""DAY4_21300000_22300000"", ""start_time"": 77400.0}, {""day"": 6, ""end_time"": 76200.0, ""raw"": ""DAY6_20100000_21100000"", ""start_time"": 72600.0}, {""day"": 7, ""end_time"": 66600.0, ""raw"": ""DAY7_17300000_18300000"", ""start_time"": 63000.0}]","{""DAY1_20100000_20500000"": [""TASHA""], ""DAY4_11500000_12500000"": [""SHURE""], ""DAY4_21300000_22300000"": [""JAKE""], ""DAY6_20100000_21100000"": [""ALICE""], ""DAY7_17300000_18300000"": [""LUCIA""]}"
1183,ok,dict,5,1,47820.0,47850.0,13:17:00.00,13:17:30.00,Jake;Alice;Tasha;Lucia;Katrina,5,"[{""day"": 1, ""end_time"": 47850.0, ""raw"": ""DAY1_13170000_13173000"", ""start_time"": 47820.0}, {""day"": 4, ""end_time"": 68160.0, ""raw"": ""DAY4_18553000_18560000"", ""start_time"": 68130.0}, {""day"": 5, ""end_time"": 45570.0, ""raw"": ""DAY5_12390000_12393000"", ""start_time"": 45540.0}, {""day"": 6, ""end_time"": 41370.0, ""raw"": ""DAY6_11290000_11293000"", ""start_time"": 41340.0}, {""day"": 6, ""end_time"": 42810.0, ""raw"": ""DAY6_11530000_11533000"", ""start_time"": 42780.0}]","{""DAY1_13170000_13173000"": [""JAKE""], ""DAY4_18553000_18560000"": [""TASHA""], ""DAY5_12390000_12393000"": [""KATRINA""], ""DAY6_11290000_11293000"": [""LUCIA""], ""DAY6_11530000_11533000"": [""ALICE""]}"
1184,ok,dict,5,1,77850.0,77880.0,21:37:30.00,21:38:00.00,Jake;Alice;Tasha;Lucia;Katrina,5,"[{""day"": 1, ""end_time"": 77880.0, ""raw"": ""DAY1_21373000_21380000"", ""start_time"": 77850.0}, {""day"": 2, ""end_time"": 38880.0, ""raw"": ""DAY2_10473000_10480000"", ""start_time"": 38850.0}, {""day"": 2, ""end_time"": 43680.0, ""raw"": ""DAY2_12073000_12080000"", ""start_time"": 43650.0}, {""day"": 2, ""end_time"": 58080.0, ""raw"": ""DAY2_16073000_16080000"", ""start_time"": 58050.0}, {""day"": 5, ""end_time"": 54990.0, ""raw"": ""DAY5_15160000_15163000"", ""start_time"": 54960.0}]","{""DAY1_21373000_21380000"": [""KATRINA""], ""DAY2_10473000_10480000"": [""ALICE""], ""DAY2_12073000_12080000"": [""LUCIA""], ""DAY2_16073000_16080000"": [""JAKE""], ""DAY5_15160000_15163000"": [""TASHA""]}"
1185,ok,dict,5,1,47400.0,51600.0,13:10:00.00,14:20:00.00,Jake;Alice;Tasha;Lucia;Katrina,5,"[{""day"": 1, ""end_time"": 51000.0, ""raw"": ""DAY1_13100000_14100000"", ""start_time"": 47400.0}, {""day"": 1, ""end_time"": 51600.0, ""raw"": ""DAY1_14100000_14200000"", ""start_time"": 51000.0}, {""day"": 2, ""end_time"": 78600.0, ""raw"": ""DAY2_20500000_21500000"", ""start_time"": 75000.0}, {""day"": 2, ""end_time"": 82800.0, ""raw"": ""DAY2_22500000_23000000"", ""start_time"": 82200.0}, {""day"": 5, ""end_time"": 61200.0, ""raw"": ""DAY5_16500000_17000000"", ""start_time"": 60600.0}]","{""DAY1_13100000_14100000"": [""LUCIA""], ""DAY1_14100000_14200000"": [""JAKE""], ""DAY2_20500000_21500000"": [""ALICE""], ""DAY2_22500000_23000000"": [""KATRINA""], ""DAY5_16500000_17000000"": [""TASHA""]}"
